date,channel,messages
2026-08-31,🖼︱traditional,1
2026-08-31,ART COLLAB WITH MY BESTFRIENDS'S BF,4
2026-08-31,Collab work,2
2026-08-31,Commission open,5
2026-08-31,"did this for a school homework, but I didn't shared anything fro a while agos sor here it is ksks",1
2026-08-31,Goddess of Judgement Request,3
2026-08-31,Mlp oc (not my oc),3
2026-08-31,N,3
2026-08-31,Snowfall,1
2026-08-31,trying lipsyncing animation,1
2026-08-31,wip on a character sheet im makin,2
2026-09-01,➡️︱introduce-yourself,7
2026-09-01,💬︱general,44
2026-09-01,💰︱commissions,2
2026-09-01,📺︱watch-anime,1
2026-09-01,🔥︱open-to-critique,3
2026-09-01,Always the drama queen,1
2026-09-01,ART COLLAB WITH 4 PEOPLEE!! :3,1
2026-09-01,Drakification,3
2026-09-01,drawing,1
2026-09-01,Im done recreating my old phone art,5
2026-09-01,N,1
2026-09-01,Schemes From A Fiend,1
2026-09-01,The DEVOURER,3
2026-09-01,trying lipsyncing animation,2
2026-09-01,Typhon,1
2026-09-01,WIP sketch,2
2026-09-02,➡️︱introduce-yourself,3
2026-09-02,💬︱general,16
2026-09-02,📷︱photography,1
2026-09-02,🔥︱open-to-critique,1
2026-09-02,🖌️︱sketchbook,1
2026-09-02,🖼︱traditional,1
2026-09-02,🧚🏻︱cosplays,1
2026-09-02,"Cute art, nothing much to say",1
2026-09-02,drawings,1
2026-09-02,Guys need help on pfp,2
2026-09-02,My Ragnarok Online OC,3
2026-09-02,My Sona,1
2026-09-02,Oc sketches~!,1
2026-09-02,Traditional,2
2026-09-02,Warmup,1
2026-09-02,Work in progress,2
2026-09-03,➡️︱introduce-yourself,4
2026-09-03,🎹︱music-composing,1
2026-09-03,🏃︱share-references,1
2026-09-03,💬︱general,67
2026-09-03,💭︱random-and-memes,1
2026-09-03,💰︱commissions,1
2026-09-03,📘︱writing,18
2026-09-03,📦︱jackbox,1
2026-09-03,📷︱photography,2
2026-09-03,📺︱watch-anime,1
2026-09-03,🔥︱open-to-critique,7
2026-09-03,🖌️︱ibis-paint,7
2026-09-03,🖌️︱sketchbook,4
2026-09-03,🖼︱traditional,1
2026-09-03,cursed versions of friends,1
2026-09-03,drawings,1
2026-09-03,Gartic Phone drawing,3
2026-09-03,HAND DRAWING,1
2026-09-03,lf artist for an OC,1
2026-09-03,Lovecraftian sorrow-Kynlif,4
2026-09-03,Peter Parker,1
2026-09-03,Plushie concept,1
2026-09-03,Sharp mind sharp claws,1
2026-09-03,Style practice/exploration,2
2026-09-03,Warmup,4
2026-09-03,WIP,1
2026-09-03,yall send me your roblox ocs ill dish out drawings when im free,1
2026-09-04,➡️︱introduce-yourself,2
2026-09-04,🍗︱food-photos,3
2026-09-04,🏫︱be-a-teacher,1
2026-09-04,💬︱general,5
2026-09-04,💭︱random-and-memes,1
2026-09-04,📷︱photography,1
2026-09-04,🔥︱open-to-critique,8
2026-09-04,🖌️︱ibis-paint,2
2026-09-04,🖼︱traditional,2
2026-09-04,🧚🏻︱cosplays,1
2026-09-04,Do I have talent like my mom says,2
